t_s,pos_x_s1,pos_y_s1,pos_z_s1,velocity_s1,angular_velocity_s1,yaw_s1,pitch_s1,pos_x_s2,pos_y_s2,pos_z_s2,velocity_s2,angular_velocity_s2,yaw_s2,pitch_s2
0.0,0.0950424641717596,-0.05693293664601364,-0.038268183770626,0.6495850438829064,-0.05250720921209994,-0.040943096162358514,0.0038774220145700285,0.032378161068329726,-0.03617049267967895,-0.03509092751085762,0.6375409580492533,-0.08194371773956803,-0.03519729759674664,0.03637404427238669
0.10935018684504091,0.08862517149399635,-0.03490498362935807,-0.035692908141508134,0.8703513078550625,-0.001222009149271412,0.016291087053103857,0.03195199084676821,0.13713794689903464,0.04257842246502052,-0.04318861943425231,0.9206461389033622,-0.012350245873260113,0.03930303362946891,0.03702508790736629
0.2179666069051986,0.3499574083217547,-0.08667189254816286,0.036877402920824046,0.8857769208054526,-0.022609066831731105,0.04121859246328702,-0.012821147977352005,0.25467899147205775,-0.10943203344305294,0.07176673776672628,0.8628511756496742,0.020773711134414424,0.04264813708837402,0.007453885860423475
0.32030032308801315,0.2882168268124625,0.1056291513010363,-0.002638454076095561,0.9656093734086153,0.013300587013201415,-0.023341563479513723,0.04346150450735247,0.3241341648243566,0.13174898524751716,0.009452248426292446,0.9092689342961745,0.004829324521886103,-0.018818274051447398,-0.01241225518813274
0.43966589017984276,0.4081278548522924,0.04016203751930582,0.11255686000189032,0.9624647477358004,-0.011101512098486262,-0.040881008338904554,0.002221212188401097,0.45028404535955685,0.06377679680859452,0.12733129146913666,0.9555686954008321,-0.03924656050077163,-0.049365898292250535,0.035525080230046246
0.542514404901254,0.6480795894090351,-0.0035669074247050075,-0.041410900468767414,0.941441420394105,0.020186719498179462,0.029257233250452666,0.02139990196432119,0.6025499696998365,0.02216372308597683,-0.007745009700688497,0.9437883238184859,-0.012124220747478699,0.005435713428659315,0.03557241935694471
0.6514450284218529,0.6034712110953251,0.0037574649237921993,-0.050145538646735696,0.9828420375893626,0.01893817761907321,0.0185796122576579,0.018685805431996483,0.5752584580558064,0.014586995300017629,-0.06344445707935902,0.9793786250084061,-0.022747944986614838,0.06511971227202766,0.0479365519072376
0.7327726748216554,0.7315640236028467,0.011263394238679045,-0.02955004610169667,0.9312415610538622,-0.05496635253142319,-0.020179990671995086,0.0017782625907367597,0.6912532353826846,0.06514495876806851,0.05262735088732841,0.9086623503363128,-0.01629037340172639,-0.002609850150077921,0.049394586419895366
0.827985562272195,0.775475312281347,0.12729518883776345,0.0018433620807681086,1.0774178315539653,-0.029389189518174687,-0.0582822892115895,0.031893666176014704,0.8202615062709281,0.1875546836607735,-0.009541978568766672,1.0124888820998885,-0.04582555914862437,-0.0917866775751634,0.012523966326763414
0.8985694363821418,0.9446355204524952,0.08623255625973174,0.1427339457565137,0.9626681263869409,0.041011821808882055,-0.02217769898353072,0.011032438512308082,0.995856480667269,0.15673467096801774,0.061469231110057004,0.9184975003656388,0.0058660969144247455,-0.032233457751731254,0.04582766316426509
1.0017104077310488,0.9256530079439355,-0.14927688018493096,-0.027713158985199726,1.027421584592146,0.015137024199231927,-0.015029563162530481,0.053350872339103336,0.879422539598999,-0.114978372573945,0.06256572597243565,1.05429827949338,-0.013853617661885136,-0.01748400985395564,-0.01386012268633154
1.1184801918057756,1.1143173734050724,0.06352051533109215,-0.0007650093934874413,1.0317434286915121,-0.04516229795678408,-0.016406019877557146,0.016449131550322883,1.1924984752818306,0.04221533663448242,-0.032077705750216776,1.009172480251647,-0.059249968963789555,0.027514959460313508,0.009690149495557642
1.2241967145978265,1.183253916579146,0.024575345383665743,0.011499650917404371,1.0042826837944223,-0.016342732939943865,0.04889571418284321,0.02798324935586175,1.1485129806876,0.094272233965841,0.07328097517104751,0.9638839240983693,0.0756437246692915,0.00903682336869925,0.07949032454584756
1.3020558009569567,1.2939884265664234,-0.04767504426361794,0.008728322712998839,0.9437802311738128,-0.03680951466225464,-0.044387742211294975,-0.02063608556980369,1.3574702119643296,-0.03411995829953587,0.03132755160130346,0.918348141154591,-0.12466400803026188,-0.06871028228147874,-0.022604395369193647
1.3953733321429405,1.497190094710929,-0.07136622218800026,-0.006466276189086977,1.0757226498875578,0.025637980757435952,-0.015165095469452768,0.009774034683635795,1.3988138698414903,-0.0966467960954838,0.055140173378811864,1.1050822843707615,0.005142631330208855,-0.0034130153937061295,-0.02628907465243942
1.497183127775498,1.5246706544542408,-0.010312202997988046,-0.0008889815470542392,1.0302008370968705,0.047523286264040135,-0.06490254149712639,0.027524090403567906,1.642556364776075,-0.1186639319207875,-0.06400266398468323,1.0514831274838505,-0.008140988579192009,-0.1162382835879301,-0.0010950235413208324
1.5865943392281765,1.5548590707425765,-0.17720512204855848,0.10283956108753041,0.9515894811790253,0.07350076505194789,-0.00038469279511949266,0.0936125439798253,1.5808360702658142,-0.1890368906206259,-0.03605521689716158,1.0286325985977576,-0.04013074618794925,0.017226952868856404,0.029432878738866335
1.6816887823093343,1.7411007709338973,-0.09504526190280267,-0.012734849371935753,1.0056720156789323,0.019521269366107735,0.061029943613609666,0.042023618368449256,1.7356322594950673,-0.08857094763555125,0.023477816722280352,1.0179648621678992,0.049908298125663005,0.04543850708726707,0.0365831506278012
1.7816904701711627,1.9248113146978088,-0.0985060752903002,0.06054872139033812,0.9384100312480377,-0.02528887207503073,-0.0020914260268408216,0.05981449881516717,1.9658905589554738,0.009557371100701678,0.024773627431529676,0.9202988312824305,-0.04587122302210251,-0.06403187370389882,0.05489833933043445
1.8594818564828732,1.8986779916357637,-0.1158281656177441,-0.010260858560954038,1.018726931619443,0.015702774644389017,0.028674045464280373,0.07997340903135212,1.928367220114338,-0.13227306285039037,-0.019237638088989678,1.0598204405671883,0.0715794764098325,0.03402361672744442,0.034710047183420446
1.9660417661571554,2.126525490562687,-0.04892906912311254,-0.05048789070938027,1.0066964452720277,-0.0020479093574947357,-0.0008399950797559064,0.05220024644181348,1.9893751628211336,-0.09558931075869383,-0.10098646414056807,1.0523869065601141,0.04401661578216064,-0.011215632491422493,0.030491350680606606
2.0826015296930964,2.111227682898112,0.06086858464750179,0.004965958393906393,0.9882552352387438,-0.04821559306989279,-0.016454118762001452,0.018782508853896793,2.124934957064787,0.13475761519275414,0.08532410232380977,1.0272056691928666,-0.0032647022705362128,-0.07823082025437157,-0.01503864346598367
2.172235932845771,2.2814163742476503,0.11697182808613452,0.049281124764430966,1.035714169299534,-0.018514949754013577,-0.06080465812813656,0.01212411113816849,2.26040006962785,0.09074852476437069,-0.012694255955294553,1.0584972589940027,-0.02609109912882559,-0.005847866085266768,0.023100148234697724
2.304560126478795,2.202549630760142,0.19095929989258056,0.0647227661268329,1.0588561396222105,0.057607012764125026,-0.022430254939867424,0.043082833140393496,2.245207799188753,0.09119785862211603,0.031482380079993016,1.0247961500596885,0.07465942497458611,-0.020055788561649912,0.011775610412577527
2.401609552873988,2.4148672729616836,0.031732846551025595,0.018334880355356326,1.0074318453852629,-0.04396657575491009,-0.013420983299010213,0.02139842423088043,2.439375254815191,-0.05618780618975519,0.0967829737994902,0.9976361094428046,-0.019470748883703717,0.026219313302886276,0.029517146586251746
