t_s,dt_s,pos_x_kf,pos_y_kf,pos_z_kf,velocity_kf,angular_velocity_kf,yaw_kf,pitch_kf
0.0,0.0999999999999999,-0.0301618562675025,0.001880917978614313,-0.02164861706304052,0.2006121587211087,-0.00167945756152216,-0.0025456022910972016,-0.15949861117015132
0.1029874553750846,0.1029874553750846,0.011742355132809412,0.0029787879948644583,-0.011610031580425164,0.38559730290067273,0.0005967236304928023,-0.00036934017984823235,-0.1389573080782236
0.2002460768214624,0.0972586214463778,0.049607939346406706,-0.0038521790997197536,-0.028799612528125608,0.5170300852317968,-5.932423909628801e-05,-0.0011319944948749597,-0.11118480548733221
0.2913401584338897,0.0910940816124272,0.09850805044680033,-0.002526561455921106,-0.03167351970842137,0.6165297983165001,0.0003128659986585589,-0.0006102242581141439,-0.09315504244437416
0.3867934505821724,0.0954532921482827,0.14565629499276816,0.01356835248285572,-0.01604318897428672,0.696755715520029,-0.001707011625325089,-0.002070677067287149,-0.06289579703980094
0.4768769850322077,0.0900835344500353,0.209713295397932,-0.008025923325211013,-0.0174823412109759,0.7584560595794035,-0.00036087789249180464,-0.0009353817704524075,-0.04541421670920884
0.5774784210581821,0.1006014360259743,0.2950945284508195,-0.0023302649738216018,-0.00974172269798615,0.8123964312534324,-0.0006092624243842475,-0.0037706193972167623,-0.03587819906897363
0.6908805735137274,0.1134021524555453,0.40142813084705636,-0.009978728182190987,-0.0048634856428102,0.8583675147646398,-0.0008595256613292107,-0.0024419394248030345,-0.026938632486261535
0.7859585083282141,0.0950779348144866,0.49233337893454066,-0.004237831294234589,0.0174721319662098,0.8894037116052447,-0.002255245730579546,-0.0024340218136812463,-0.017486303120340767
0.8797537593300147,0.0937952510018005,0.571266615756532,0.005110053505151471,0.0231111308936335,0.9122801629260466,-0.00033503405422390353,-0.0025477735245583912,-0.011969779049214221
0.9846521798318668,0.1048984205018519,0.6634898243245512,0.002202361998697915,0.013884375200964838,0.9324042143792406,0.0009107069194169226,0.0023758402395277797,-0.01113275518209349
1.0882210499134677,0.1035688700816005,0.7522013218484292,0.008447737600326783,0.02151086732692284,0.9472538513074914,0.0003715741964921819,7.024422355499452e-05,-0.008161584246037017
1.1892751924034464,0.1010541424899789,0.8548763825100919,-0.009912958176930326,0.007109029672068501,0.9594740553620184,-0.0006001884003046948,-0.00022808061100026698,-0.000646335263598868
1.279970511956364,0.0906953195529179,0.9398977208477534,0.004314280657449843,0.004882183610791835,0.9656045492130515,-1.8684946237334356e-05,-0.0014830566093281487,-0.0014586369351889947
1.3796779937317312,0.0997074817753672,1.0430379972281574,-0.0033157857405158465,0.015619736995799173,0.9744572365151163,0.0007683102322682925,0.002335378910466885,-0.0013862590699205558
1.486631025676314,0.1069530319445828,1.161909838177028,0.003774793589185815,0.0009591168478935205,0.9796717589733934,-0.002780890128873037,-0.00491074235675568,0.003129128311028555
1.5731888802034637,0.0865578545271491,1.2387395858042596,0.0034204047684578257,0.003208623864988841,0.9847779526369124,-0.00011141099007457136,-0.0024987454424425528,-0.0001131921680851823
1.6686127225930614,0.0954238423895978,1.3145252737225153,-0.02229003448374812,-0.0054020481017868285,0.9871938295129963,0.0005533501092015694,0.001400616659807076,0.0033587205890105074
1.749600495195053,0.0809877726019915,1.3898204716204647,-0.020134812476731694,0.004089289512166565,0.9892116553302519,0.0006867567580915313,0.003528407347956416,-0.002263188439051242
1.836705117797203,0.0871046226021502,1.4677806336972066,-0.00976131739857312,0.022661759986820972,0.9912599843285591,0.0016883560597460057,0.0005273766030012071,-0.0006305240228207814
1.9182877674192855,0.0815826496220826,1.546321988771225,0.008425785983153758,0.009552650856829312,0.992931298856045,0.0011331986380313885,-0.000378400764928768,9.352091779236114e-05
2.015936856108539,0.0976490886892531,1.6650947197820816,0.007222473054626925,0.012454188316729366,0.9928312807959911,0.0003173153144417209,0.001080365244848477,0.0026236444771353005
2.103262391294102,0.0873255351855629,1.7545356186995285,0.006313108813318934,0.0035576148060496356,0.9944215244518919,0.0002950432430133204,-0.000674356866202662,0.001519993599899257
2.205975034882319,0.102712643588217,1.8421409255525318,-0.009761490816630976,-0.0030565736387171156,0.994438877248353,0.000792187649403253,0.0009520815527745096,0.007845437240716752
2.307542545748561,0.1015675108662422,1.954925291927968,0.0072677744539816486,-0.0066908794607715765,0.9963199133835087,-0.0005479357973125366,-0.0018042306079468727,0.006195992799187536
2.405673236302261,0.0981306905537004,2.0651906472935693,0.020464214605424857,0.016579933523808967,0.9967214118972516,-3.060878929739671e-05,0.0008434069621184423,0.0005464437633688939
2.4805056391940563,0.0748324028917948,2.132082667237229,0.011822274672861451,0.03601904645125075,0.9985012657021075,0.0008995005100072085,-0.0002592828358096459,0.00810127095335184
2.57511871023559,0.0946130710415336,2.2191381723715944,0.004450244227931583,0.0282650380420785,0.9970145064556456,0.0019493313861290097,-0.0027470812353283655,-0.0008002529721506686
2.6746337007815795,0.0995149905459892,2.3172590121863244,-0.01291673715117577,0.01297019983412077,0.9986075933855243,-0.00017139456330126713,-0.00734277919030949,0.006344141461078374
2.7757667906416126,0.101133089860033,2.4233739050217995,-0.00015519834162109648,0.01920530414213922,0.9979957385511362,-2.1858233694997286e-05,0.0008871465475225977,-0.0009557402030083142
2.860465432986558,0.084698642344946,2.514205737066626,0.024541672033930234,0.012197978837102063,0.9988799529669029,0.00019369147115934956,0.001106197454758776,0.0030567988045057774
2.9556879002262195,0.0952224672396606,2.618027728670431,0.02055688388237308,0.01959494786431204,1.0001275735980466,0.0013460045764869823,0.0022864434203365195,-0.001855653328844748
3.045902709445653,0.0902148092194335,2.713555290466357,0.02335156018686293,0.018198781366939785,0.9990297819579703,-4.366843115988554e-05,-0.0015824478087835881,-0.0006346425017210618
3.137814337051397,0.0919116276057439,2.8082093961278423,0.01810368436329396,0.017484241079867534,0.9985302142109973,0.0014850068607984708,0.002781862283287976,0.0054866955375820975
3.248423323285258,0.1106089862338607,2.9220001737843058,0.0012018580541276087,0.02052146282230862,1.0009176199682845,-0.0009711738587835138,0.0017616330587037063,-0.0031347133788513946
