pos_x_s1,pos_y_s1,pos_z_s1,velocity_s1,angular_velocity_s1,yaw_s1,pitch_s1,pos_x_s2,pos_y_s2,pos_z_s2,velocity_s2,angular_velocity_s2,yaw_s2,pitch_s2
0.04404139585848187,0.02373421915482707,0.01774252810951134,0.7572500000000001,0.0,0.00042557480377158896,0.007063408113808557,0.007918612454403782,1.0921242265296728e-05,2.8899473431027578e-06,0.7572443935192292,0.1318901701509297,0.001379185482754508,0.0003649559165670446
0.004622298048420745,-0.01688840954042145,-0.023451364448584443,0.7590000000000001,-0.693916042348897,-0.005431093137055143,0.000587416733682677,0.014324569358035952,2.6863608800780273e-05,7.054554824917301e-06,0.7572434151514916,0.13145552592942752,0.002488673255582441,0.0006501127093136994
-0.02152819040415462,0.025061042779124555,0.0012710183099112406,0.7582500000000001,-0.0415649562935333,-0.005893531406721664,-0.006466749402637452,0.022760543432344148,6.0120598721708774e-05,1.605430045039974e-05,0.757235525650858,0.13065168868134244,0.00394226171640355,0.0010668207604309643
0.035328300164017765,0.03714072733349558,0.02681041532826706,0.7585000000000002,0.7657553454776148,0.002844385737070798,-0.001700251841132997,0.03141553468058386,0.00010696087997054397,2.8885019335367304e-05,0.7572377358134105,0.12879184529112725,0.0054118857674745335,0.0014824418907175563
0.023620993179819916,-0.025153157604612512,-0.02547367067558368,0.761375,-1.0672482628555597,-0.004704738517693485,0.0030058073840156622,0.03680096624883387,0.00014092166126459494,3.770880709995383e-05,0.757237684299251,0.1263990536516685,0.006305962801760767,0.001638421047266192
0.03057467698399587,-0.020708898397172906,0.02314566826300959,0.762125,0.4067320665684479,-0.0014318750948127956,0.0034684743875653323,0.042933405481949606,0.0001857732514638245,4.954165790701123e-05,0.7572360435201598,0.1252349911055005,0.007313695054376179,0.0019294964375951018
0.05710524607533424,-0.016190662904307845,0.032434627490379064,0.7617500000000001,-0.24782938899734164,-0.003957692898295395,0.004223458490301914,0.050696667551792265,0.00025312779885976763,6.689314136383665e-05,0.7572416557770697,0.1336520622094988,0.008675844876746552,0.0022349885124488544
0.07083845493047758,-0.043767741221337766,-0.004376028557064311,0.7668750000000001,0.2593312478501321,-0.0014873977989378062,0.005805364501635105,0.05800125676194923,0.00032565699258029596,8.51886966618783e-05,0.7572352365558886,0.13154950357208456,0.009928937578420616,0.002504537175748389
0.05878007112578481,-0.01376743151636399,-0.0067713366527185435,0.7593750000000001,-0.451367181929226,-0.005989694381556276,-0.019442634150111004,0.0655753650920484,0.0004103626593541348,0.00010666989383066026,0.7572463040338342,0.12573476227917538,0.011183116466895182,0.0028359505066632984
0.062548234385714,0.03942983422870898,0.020770963072995356,0.7633750000000001,2.116713187402468,0.012468963496075514,-0.003056287059786957,0.07223178956557758,0.0004922735362451098,0.00012761633859141133,0.7572461665929296,0.12864031021479197,0.012304915815838147,0.0031465526244378594
0.13491574514443125,-0.03087535074788262,-0.003583730267072424,0.7646250000000001,1.131033294195782,0.02527123902066064,-0.007417586495657499,0.08088578475969327,0.0006112352617740704,0.00015753385062427326,0.7572502334858859,0.12727781707323754,0.013745585768439206,0.003456734829598851
0.11755494631586658,0.04036414569897695,-0.046890814708899525,0.7635000000000001,-1.641696337857285,0.006938928384074838,0.004194540361243103,0.08941051142379709,0.0007402222847093737,0.00019050636748597628,0.7572527628525135,0.12395684373425858,0.015129773155878379,0.003867405958370984
0.11426161434331086,-0.012279864441247056,-0.001771654056974045,0.76525,0.02183181569136516,0.007159408896017183,0.0020730893947885657,0.09713769328648614,0.0008672245446568467,0.00022328276778275704,0.7572538567654058,0.1291732870435864,0.01643430012968894,0.004241103452991446
0.10212934591497584,0.06429129595455298,0.009653738501585404,0.7608750000000001,-0.5522267539233013,0.0007034022278653573,0.00681586030947006,0.10603145433971523,0.001026587991912217,0.0002645574617992533,0.7572572040814819,0.12679551326288654,0.01791664895343059,0.004640081182263778
0.07620614897946981,-0.019438598896538924,0.015088418499430191,0.765625,0.39336992721701564,0.004912957673937957,0.023318876402639195,0.1142229904772321,0.0011843009392508712,0.0003052447133352258,0.7572922908907571,0.12467046712655001,0.019250780536823164,0.004966025600424917
0.14686561435738715,-0.003177723048303114,-0.01729029998710603,0.7666250000000001,-0.6316276908675965,-0.0005891898635717041,0.012806902138468284,0.12089963821788169,0.0013199769165550043,0.0003401535977698333,0.7572838680340807,0.12253338794210239,0.020318176391179055,0.005227377937007116
0.12545171990356313,-0.026000241697482777,-0.005027597490367208,0.7678750000000001,1.3717222957332387,0.013886768601903299,0.01665532989077492,0.12900109999729012,0.0014950580554458344,0.00038576397612599873,0.7572674072630828,0.12219274954362856,0.0216076918949204,0.00562852123551183
0.11036463184556898,-0.019185907945241276,0.019946035542087605,0.76275,0.6035316133874778,0.019054010791086817,0.020825384460594176,0.1355297244013858,0.0016432488458492614,0.0004240776536551092,0.7572774818635332,0.12696520524962157,0.02269472685807994,0.005866989636182485
0.12905723515185777,0.04178798103375179,-0.0007363618136363799,0.7662500000000001,1.5157141038044095,0.03620837109590491,0.012469732968710174,0.1441991936512439,0.0018526079697859408,0.000478700359338751,0.757273112633377,0.1280822400897421,0.02414432008257572,0.006298662771214492
0.1149740153906048,0.016061598451749898,-0.030059552279754608,0.7646250000000001,-1.5486563392997885,0.020837784820723293,-0.007717477969318417,0.15178557025394385,0.002045222064915967,0.0005290018644062423,0.7572709151273483,0.1249052313663293,0.02538401838504445,0.0066282714806891185
0.18313540643670329,0.03287851019994383,0.025321136287170577,0.76525,1.011868992501039,0.030675890005405826,0.0038176730098402733,0.15922304805122764,0.0022435347786019418,0.0005807392408367562,0.7572701812606226,0.13099635555058137,0.026657657496695908,0.006953723053790384
0.1787947394909634,-0.03727169671867294,-0.003662506356644696,0.769625,-0.7026995448753909,0.024366627878069202,-0.006778482283624121,0.16613035700214887,0.002435662927744738,0.0006304660098257105,0.7572670596298005,0.12812323135219617,0.027808025469889586,0.007196244733425949
0.17283574305870425,0.02209454316931694,0.022515643956736033,0.770125,0.24636322155389828,0.02728204392762601,0.0008625530378281761,0.17523968291749192,0.002703138772345921,0.0006996330841502514,0.7572677116028831,0.13067626618745085,0.029354423837860466,0.00758957903233215
0.17360401074477405,-0.026474760453565078,-0.027156148641639323,0.76925,-0.3226830000010718,0.02413000998290915,-0.0018088754156238918,0.1827501202639026,0.002933038138005141,0.000759323759155908,0.7572691620115528,0.12762530557684243,0.030601094085074276,0.007943808258211504
0.16165582373075627,-0.037232710703850154,-0.0016051924987045532,0.7711250000000001,0.7673537044471445,0.03131052861579864,0.012250268913574445,0.189962043871405,0.003162257616428768,0.0008185649323741127,0.7572696573423254,0.12520572236777677,0.03177270766717566,0.00821000699093144
0.12545274826272984,0.010279677640275625,0.011074067999077107,0.76925,-0.9763518514363919,0.0220627194673928,0.0009444045856631133,0.19724399449185115,0.0034025950826782575,0.0008808524534977267,0.7572681720460291,0.12878873669286803,0.03299256878143231,0.00854882305664395
0.15526948323324583,0.010246432517845929,-0.0007864221249599232,0.766125,3.5188930065627813,0.06006135813857982,-0.0003228766898330404,0.20551176605981963,0.0036864867438580378,0.0009546231254897917,0.7572682177597304,0.12326657095552465,0.034323658382974465,0.008917187220078393
0.18349145085770574,0.005268930064152989,-0.022625210892411027,0.775375,-2.63135111138977,0.032305429557309306,0.010786919779312438,0.21368498969284913,0.0039783936238167944,0.001030242124355354,0.757276875388258,0.13046740471490384,0.03569985023809252,0.009245882226536217
0.18715353166424686,0.025486638256084163,-0.04661904619594245,0.7662500000000001,-0.8602188468911003,0.023170680531566124,0.001796314837559576,0.22181592062007832,0.004279557232032083,0.0011086821890473606,0.75727501573991,0.12453774391006964,0.03702232885962253,0.009640210478678135
0.2308195652290556,0.03047019945670349,0.03166779763528884,0.7693750000000001,-0.4827973499433396,0.01803070817430452,0.002127941846368861,0.2300004166926444,0.004594217938434894,0.0011898132472066994,0.7572736976814269,0.13194276582474782,0.03842702208993831,0.009905131962980374
0.2566610196899852,0.048748872328723755,0.006274204352944283,0.7725000000000001,1.0031886087212811,0.031285308977150095,0.011651939606222225,0.2401982960780306,0.005003410262852642,0.0012956362502594498,0.7572655544789938,0.12690291024180572,0.04010372316225075,0.010368246519701252
0.2356991598833979,-0.030764661074190687,0.0247307715935721,0.7730000000000001,-0.8899910373705443,0.022927957186497316,0.01655742518238253,0.24745043509926662,0.005303442377772767,0.00137363015322436,0.7572499668631494,0.13250063682237706,0.041347954157746614,0.010745001152537625
0.2889363402398233,0.05029835294137168,0.020050445528274945,0.773625,1.8046535941673918,0.03958786210501364,0.01765589298795975,0.254585373124857,0.005606790786866253,0.0014529639220984187,0.7572589349937163,0.12374512697395747,0.042490324115160405,0.011108562306529457
0.2299521547265586,0.06199280283996583,0.013494430796387204,0.77375,0.2921191152139629,0.04215247540311173,0.007511392229031846,0.2613714925758006,0.005902799310152878,0.0015305197889425972,0.7572596057095204,0.12549312092921985,0.04359207100536011,0.011417250146823488
0.2578008090044699,-0.00509619585208624,-0.004765843983492839,0.77,-0.37167787709834577,0.03809227774594959,0.005940151355385651,0.2697738481298106,0.006281236359541333,0.0016295273875349,0.7572605926212808,0.12970658725417422,0.045008981760983335,0.011770837555284075
0.26936306359427303,-0.043757296615958854,0.011570751703025633,0.774,0.5594100926159526,0.04463371641435687,0.01565045929461033,0.27881410993287825,0.006702478339003094,0.0017393405293798004,0.7572800407239488,0.13285662361970524,0.04656253516763709,0.01213335868122778
0.3112479723312368,-0.03485597547190672,0.030525102448186455,0.7732500000000001,0.9164277539419581,0.05364135703474737,0.009171511698690548,0.2864051437205613,0.007066272901115375,0.0018339692247346048,0.757282301311216,0.13481125508755548,0.04788760561884198,0.012450916699808356
0.2884099221841965,-0.006886344324294152,0.0036246992607031113,0.773,-0.06527308763750407,0.05307088556939732,0.004967095376712877,0.29315232105813643,0.007397209086627943,0.0019201894790738072,0.7572776502284677,0.12828865414051596,0.0490088183447015,0.01276267841996992
0.2960118268739872,0.0677221836554305,0.04009100606298084,0.7730000000000001,0.6740381362429523,0.05897766925883907,0.00493279096377301,0.2999172287804486,0.007737064923329744,0.0020084368756308137,0.7572766804718959,0.13545620373651002,0.05019585873877208,0.013027710372787382
0.2508443019267263,0.008234120512482719,-0.027812226782339536,0.772375,-1.3090513868306854,0.044609666303786266,-0.0023085835526862643,0.3083826893287413,0.008174176919446536,0.0021222694917986014,0.7572739184124174,0.1269220754278865,0.05158894137338477,0.013428015902371637
0.28208843651947046,-0.010352292319915116,-0.029837774355910826,0.7731250000000001,0.6338761482253684,0.051655124422832266,0.0003586156611563044,0.3169629594738339,0.008629883443070847,0.002241661180454116,0.7572744168550083,0.13245136025814233,0.05306112251495643,0.01389419929199276
0.35033165887589235,-0.01195753910922772,0.022186003284268823,0.77375,0.35420286720585703,0.055485733293644035,0.019059671768677695,0.32531762812373627,0.009084870216816324,0.002360920552718238,0.7572463673037237,0.12428604230547259,0.05440524267956448,0.014252492553382012
0.2621599861918391,-0.03070170554968957,-0.013844798944984483,0.7745000000000001,0.34371711439650127,0.05857978382332085,-0.0022633604046399043,0.33227797712591395,0.009472074309088708,0.002462038698752824,0.7572461257473307,0.12969277711087246,0.05557270274747461,0.01450429615966442
0.37272257781290125,0.035659574088513335,0.04352114138133293,0.7761250000000001,-0.8376115736024006,0.04991197657058155,0.01625255705601275,0.3402956765273561,0.0099279730772343,0.0025808481406721386,0.7572542816091817,0.11863635601669842,0.056800380467706635,0.014793418652867096
0.3553042491958183,0.007105541036492942,0.029526385314808442,0.7736250000000001,-0.16439955831805791,0.04823920634417389,0.0036833307194077264,0.34815316732978313,0.010384666826577299,0.0027002070893915346,0.7572550158417698,0.12347759857879612,0.05805676857874609,0.015163710674281905
0.32589187433976363,0.0733252017129706,0.034661005636795535,0.7778750000000001,1.956432396243801,0.0684453044896065,0.01214154943257224,0.3561719540676808,0.010861523581185509,0.002824765391662066,0.7572683030598036,0.12981411347191382,0.05939749301293151,0.015504674533686646
