t_s,pos_x,pos_y,pos_z,velocity,yaw,angular_velocity,pitch
0.0,0.08437736638035451,-0.08319872849923965,0.03001804783225829,0.6470282358195607,-0.05853105565961509,-0.056420884833177,0.0025568080633457074
0.1,0.11870040769490968,-0.0013440926003431036,-0.03394550125698928,0.8839698987431414,0.02333375806286845,0.010363764072811685,0.02464310955948664
0.2,0.27499974229128854,-0.06874339703065906,0.01531812313068169,0.88805586995855,0.026353509039218175,0.00958008008358353,0.0004890461684218823
0.30000000000000004,0.2805627259269471,0.09780330709392242,-0.005003721508206762,0.9529836088918445,-0.010564006514646887,0.014740748817635466,0.013562678282664555
0.4,0.4670282968588456,0.03446568024063062,0.08766392970914039,0.9694392491807692,-0.01536728187214612,-0.0272082284811401,0.020610257908433325
0.5,0.6239126020166632,-0.009115796612390006,-0.03058377157855907,0.954679939215438,0.01951778363474103,0.0354614230759319,0.021150019589767442
0.6000000000000001,0.5801827322812776,0.018572905845337582,0.008911166541795357,1.0092960298364506,0.026142863338445694,0.023488347324129966,0.025811084853225003
0.7000000000000001,0.7387543381282137,0.023129551895198733,0.030906168710035542,0.9264868490072167,-0.00959013649071904,-0.01941862901940915,0.0013412196802679022
0.8,0.8112977245231123,0.11959530489875167,-0.02738553152624214,1.048151773729574,-0.05048609314847414,-0.0039411083844748795,0.019190647239726615
0.9,0.9801807882947592,0.0568981263834284,0.04074875944625718,0.9824588887875781,-0.013870553779937015,0.05512216105227919,0.013848256240635787
1.0,0.9312052272402895,-0.09066297712027846,-0.02583076970655851,1.0248160941626883,0.0042727720821169575,0.022907143290228502,0.010781477690400044
1.1,1.1459198246381184,0.050047231517386936,0.0006616790212527496,1.0228219846618705,-0.019857778231999537,-0.014549157153659231,0.01324929927885412
1.2000000000000002,1.137543855619407,0.03895779846284655,-0.003506824428752102,1.0006179950499843,0.014422399767177269,0.013312874737902684,0.035646995778581506
1.3,1.3253038722298773,-0.0338638649635323,0.01444882416135678,0.9156305939475385,-0.043413374172692615,-0.05398075248954029,0.003740175638668873
1.4000000000000001,1.4651335057284685,-0.07243832442880486,0.005002282113581653,1.0649603411474793,-0.010687919131842777,0.04184011325862924,0.006242567514561575
1.5,1.516682662899379,-0.0760017643928465,0.009169436107166926,1.0420149773761402,-0.051819612695770456,0.021100654799356317,0.03077740881446606
1.6,1.585549197978442,-0.11568462835107637,0.02831591216653997,0.9735251927481181,0.006980286340641118,0.0033851067781386426,0.05903859109171346
1.7000000000000002,1.7138939557717363,-0.0818797994097492,0.03538650392101361,1.0109997654791114,0.04077562725721309,0.04167485184483799,0.03498849020046518
1.8,1.9500658458718083,-0.09510104434582807,0.005481299803704636,0.953671175441933,-0.011694294094673038,-0.0763764227534616,0.041265729184003556
1.9000000000000001,1.915181359896512,-0.11766450356021263,-0.006638769178645407,1.0156756813773935,0.025143797036831433,0.06262472551796985,0.08741170065777792
2.0,2.0660682330669404,-0.07916304960254913,-0.04834153860537062,1.0133855687191453,-0.02438823285930978,-0.016580295475289376,0.017321555918457642
2.1,2.1216076662718266,0.08527841846301148,0.04620658520292669,0.992068256388847,-0.031069612584774347,-0.06715446158657222,0.02012157231186081
2.2,2.228523379082965,0.14143439308639064,0.04813375151376184,1.0491369748474655,-0.014978867956174561,-0.039957312066493396,0.010683439673516933
2.3000000000000003,2.2747629704483083,0.17027757859481316,0.013064549444960091,1.0419244599053423,-0.02708781534261079,0.048240221268516875,0.037675968354758976
2.4000000000000004,2.420205561597516,-0.003261002090834722,0.022710196416541543,1.0223036099615141,-0.0136495044102234,-0.06357090795276008,0.004262544579549891
2.5,2.5465000597118235,0.1263273005128348,0.05825289791043529,0.9940680836494699,0.008574784188076286,0.04973555787042507,0.03390722843349523
2.6,2.599776588039707,0.08850309680479111,0.0719104087375695,1.0767877995817852,0.005497033116657184,-0.039740877013277956,0.0017100898815003915
2.7,2.8646844352951435,0.13789325766266378,0.050427454335625406,0.9808406339359949,0.043843328767266064,-0.051453549498014894,0.010590028066822386
2.8000000000000003,2.8840378260283748,-0.03156840982876717,0.06017862637592309,0.991827855070892,0.010127236463968006,0.06034075765502249,0.029568043761679957
2.9000000000000004,2.984050628648034,-0.1640137680824818,0.06112365806733988,0.9578384864842034,-0.03656439181270884,-0.05459712555243343,0.020209703420530554
3.0,3.1057741995796633,-0.10611141741916512,0.06688699251637437,0.9757915283328599,-0.009830192830858826,0.037148386913236256,0.036658589739544736
3.1,3.2394631599175128,-0.012360454339992038,0.04030112992885808,0.9888070591557905,0.007274903738136647,0.02149969822354024,0.003085788348500911
3.2,3.239682813313265,0.018258266411112414,0.17119052656541356,1.0938422305640096,-0.0255973005167646,-0.017072910991111523,-0.0057393622842074575
3.3000000000000003,3.285162494876508,0.02524840028722724,0.12094254412179786,0.96354580811279,-0.019624393202033897,-0.0901620632350503,0.01891683993088597
3.4000000000000004,3.347404474653426,-0.0423551541892859,0.03970404523615483,0.9952868722873603,-0.052731851740698936,-0.06061464425159981,0.06328719174727405
3.5,3.429385518186935,-0.08774284627637118,0.15016819487116934,1.1452533584620157,-0.03514699886476025,-0.02092741773082551,0.02596405208284531
3.6,3.770659876725067,-0.078948566274259,0.0686274429874606,1.0388668788030853,0.013042982233998558,-0.011173018445056158,0.014793460195401634
3.7,3.6223600427463105,-0.01905389951797322,0.06935512548919026,1.011608494481312,-0.01665981656457048,0.02961462356344334,0.035975646607014855
3.8000000000000003,3.844776399208081,0.028140512671936277,0.0835263680687302,1.0000042196545704,-0.02164674100628542,0.002403458715926874,0.011950005979640565
3.9000000000000004,4.0997883152941,0.1258683921980194,0.09803419588585056,0.9618471395152615,-0.033372344159502534,0.06224173923108786,0.017257068830715355
4.0,4.070741273125748,-0.1395668789579354,0.12070282058034738,1.0227210169107182,-0.03331292053243434,-0.01886099229799796,0.015323988591807544
4.1000000000000005,4.136523906240065,-0.0233736948642844,0.08027054006040175,0.9874011310896558,0.004576875363074057,-0.01886099229799796,-0.04328518729073741
4.2,4.21337673707411,0.014120993709795757,0.09685051671226254,0.9814042709339355,-0.05270165347435748,-0.01886099229799796,0.040553903824936816
4.3,4.2096150710820135,0.06910624109585506,0.07226338675972606,0.9969337827085576,-0.03158695532111847,-0.01886099229799796,0.029937287658484697
4.4,4.478936232335664,0.13858492843279555,0.13268553229109104,1.0219543339464787,0.05231803578503376,-0.01886099229799796,0.018406375058838572
4.5,4.508598133513189,0.0053236652687363864,0.05766688205813816,1.0494791967297425,-0.035349108693445964,-0.01886099229799796,-0.004065238571117648
4.6000000000000005,4.726023301192891,0.060069519098500786,0.15815470041185437,1.0365387345569324,-0.04716120766959722,-0.01886099229799796,-0.025789954856022278
